doc_id,dataset,split,tokens,pages,ocr_conf,low_conf_ratio,ocr_std,ocr_stage,blur_score,image_contrast,skew_angle,estimated_dpi,is_grayscale,x_spread_ratio,short_token_ratio,inv_chars_per_word,word_height_cv,crowded_line_frac,line_density,section_count,label_diversity,label_entropy,item_density,aspect_ratio,complexity_score
receipt_00010,cord,train,15,1,27.75,1.0,20.6,0,1085.5,0.2794,10.0,91.4,False,0.5417,0.0,0.19736842105263158,0.24129455522628884,0.16666666666666666,9.25925925925926,3.0,8.0,2.923231428797621,0.4,1.5,0.4085
receipt_00011,cord,train,29,1,31.4,0.92,20.7,0,542.4,0.0675,-5.0,182.9,False,0.8333,0.0,0.2013888888888889,0.126728481107939,0.5555555555555556,6.944444444444445,3.0,7.0,2.5409654985789265,0.3103448275862069,1.5,0.373
receipt_00012,cord,train,33,1,45.3,0.685,35.0,0,948.4,0.1567,-1.0,121.9,False,0.8194,0.06060606060606061,0.23076923076923078,0.12387080867839885,0.4444444444444444,10.416666666666666,3.0,9.0,2.618398470541183,0.2727272727272727,1.5,0.4218
receipt_00013,cord,train,33,1,33.96,0.848,27.2,0,231.6,0.2638,1.0,578.0,False,0.839,0.0,0.22147651006711408,0.07365665919237985,0.625,1.953125,3.0,7.0,2.4365802887230013,0.24242424242424243,1.7777777777777777,0.3633
receipt_00014,cord,train,21,1,49.82,0.571,29.4,0,878.7,0.1292,-1.0,121.9,False,0.8299,0.0,0.19266055045871558,0.09538356001166627,0.0,10.416666666666666,2.0,8.0,2.9104404952185816,0.42857142857142855,1.5,0.2599
receipt_00015,cord,train,32,1,42.92,0.713,31.6,0,179.5,0.2689,1.0,578.0,False,0.6879,0.0,0.2077922077922078,0.10188842401520778,0.625,1.953125,3.0,7.0,2.4731061300625727,0.25,1.7777777777777777,0.3654
receipt_00016,cord,train,14,1,45.82,0.5,38.7,0,274.8,0.2483,-1.0,182.9,False,0.8403,0.07142857142857142,0.2058823529411765,0.10180065814982552,0.5,3.0864197530864197,3.0,7.0,2.6995138503199656,0.2857142857142857,1.5,0.3857
receipt_00017,cord,train,27,1,50.11,0.593,33.0,0,1347.9,0.1779,10.0,121.9,False,0.8507,0.0,0.24107142857142858,0.06539576812821807,0.7142857142857143,8.101851851851851,3.0,9.0,2.9015875015224406,0.25925925925925924,1.5,0.4203
receipt_00018,cord,train,17,1,28.88,1.0,6.5,0,157.5,0.1578,1.0,182.9,False,0.5706,0.0,0.2207792207792208,0.10252961270977037,0.16666666666666666,4.62962962962963,3.0,8.0,2.8954238702803154,0.35294117647058826,1.5,0.3664
receipt_00019,cord,train,66,1,49.41,0.571,31.0,0,743.2,0.0765,1.0,180.6,False,0.4292,0.09090909090909091,0.20060790273556234,0.20612082141256588,0.38095238095238093,16.40625,3.0,11.0,2.973619642503878,0.3181818181818182,1.3333333333333333,0.475
receipt_00020,cord,train,35,1,74.43,0.262,25.3,0,177.6,0.3072,-1.0,578.0,False,0.6124,0.0,0.1881720430107527,0.0715402412118917,0.0,3.41796875,3.0,6.0,2.1366451763293837,0.4,1.7777777777777777,0.2952
receipt_00021,cord,train,27,1,44.24,0.634,31.6,0,677.3,0.1671,-10.0,121.9,False,0.6858,0.0,0.19014084507042253,0.12941471686001857,0.0,12.731481481481481,2.0,8.0,2.837315742503567,0.4074074074074074,1.5,0.2646
receipt_00022,cord,train,14,1,51.97,0.517,35.0,0,648.5,0.1717,1.0,182.9,False,0.6007,0.07142857142857142,0.20289855072463767,0.10978134823645506,0.0,4.62962962962963,2.0,8.0,2.8962915290459277,0.42857142857142855,1.5,0.2849
receipt_00023,cord,train,18,1,44.7,0.8,25.3,0,946.6,0.2659,1.0,121.9,False,0.7882,0.0,0.1956521739130435,0.06993720528746109,0.125,9.25925925925926,3.0,10.0,3.239097917988786,0.4444444444444444,1.5,0.3981
receipt_00024,cord,train,24,1,44.5,0.667,29.4,0,781.6,0.1133,-1.0,121.9,False,0.7483,0.0,0.19672131147540986,0.13910852391923575,0.0,12.731481481481481,2.0,7.0,2.692215752170299,0.4583333333333333,1.5,0.2676
receipt_00025,cord,train,9,1,27.22,0.87,28.4,0,473.4,0.0834,1.0,182.9,False,0.772,0.2222222222222222,0.21428571428571427,0.11535018015807344,0.0,3.0864197530864197,2.0,5.0,2.2810361125534238,0.4444444444444444,1.5,0.3037
receipt_00026,cord,train,21,1,37.55,0.74,33.7,0,851.6,0.1507,4.0,208.6,False,0.4612,0.23809523809523808,0.21,0.06715454044784915,0.14285714285714285,4.7361299052774015,3.0,9.0,3.0104340890333376,0.3333333333333333,1.3339350180505416,0.4442
receipt_00027,cord,train,11,1,61.42,0.417,29.3,0,1122.0,0.3106,1.0,182.9,False,0.5938,0.18181818181818182,0.19642857142857142,0.13375710205232327,0.0,4.62962962962963,2.0,6.0,2.481714572986073,0.5454545454545454,1.5,0.322
receipt_00028,cord,train,18,1,36.62,0.812,26.6,0,243.5,0.0807,-1.0,182.9,False,0.8588,0.0,0.21176470588235294,0.08498365855987974,0.3333333333333333,4.62962962962963,3.0,9.0,3.016875695766564,0.3333333333333333,1.5,0.3821
receipt_00029,cord,train,25,1,35.44,0.875,20.8,0,136.5,0.0699,-1.0,121.9,False,0.816,0.0,0.17482517482517484,0.12613775362035548,0.42857142857142855,8.101851851851851,3.0,7.0,2.5044984515601634,0.28,1.5,0.3389
receipt_00030,cord,train,19,1,30.12,0.951,20.1,0,293.5,0.0545,1.0,182.9,False,0.6088,0.0,0.18627450980392157,0.04831274016154358,0.0,6.944444444444445,3.0,8.0,2.8603207778330444,0.47368421052631576,1.5,0.3436
receipt_00031,cord,train,24,1,51.65,0.529,36.8,0,436.8,0.1106,1.0,121.9,False,0.6927,0.0,0.2181818181818182,0.17144273551416173,0.375,9.25925925925926,3.0,9.0,3.0697738350294776,0.3333333333333333,1.5,0.4245
receipt_00032,cord,train,9,1,38.71,0.714,17.5,0,378.5,0.1072,-10.0,121.9,False,0.5868,0.0,0.18,0.18020188010624322,0.0,5.787037037037037,3.0,6.0,2.5032583347756456,0.5555555555555556,1.5,0.3567
receipt_00033,cord,train,34,1,70.69,0.278,27.7,0,1435.0,0.3132,1.0,121.9,False,0.6285,0.0,0.20238095238095238,0.12461706048814458,0.06666666666666667,17.36111111111111,3.0,10.0,2.999412298318252,0.4411764705882353,1.5,0.417
receipt_00034,cord,train,15,1,52.12,0.68,28.8,0,538.3,0.0475,1.0,121.9,False,0.9549,0.0,0.18518518518518517,0.12610981757179132,0.2,5.787037037037037,2.0,7.0,2.5492553971685,0.3333333333333333,1.5,0.2301
receipt_00035,cord,train,11,1,25.33,1.0,12.8,0,685.2,0.1633,-1.0,121.9,False,0.5521,0.0,0.15942028985507248,0.15573182253058251,0.0,5.787037037037037,3.0,7.0,2.6635327548042547,0.45454545454545453,1.5,0.332
receipt_00036,cord,train,28,1,43.25,0.657,37.2,0,777.2,0.1081,1.0,180.6,False,0.6125,0.07142857142857142,0.21052631578947367,0.1534420070904368,0.16666666666666666,9.375,3.0,8.0,2.76149018937388,0.42857142857142855,1.3333333333333333,0.4134
receipt_00037,cord,train,14,1,36.32,0.757,32.3,0,507.3,0.0744,-1.0,182.9,False,0.7812,0.14285714285714285,0.2222222222222222,0.07036911008286544,0.0,4.62962962962963,3.0,7.0,2.753434386188785,0.42857142857142855,1.5,0.4013
receipt_00038,cord,train,13,1,46.58,0.654,32.1,0,593.4,0.2289,1.0,182.9,False,0.9028,0.0,0.203125,0.061008931925688764,0.25,3.0864197530864197,2.0,6.0,2.345851989338261,0.3076923076923077,1.5,0.2017
receipt_00039,cord,train,8,1,31.97,0.878,25.2,0,234.1,0.1027,-1.0,208.6,False,0.6643,0.25,0.23529411764705882,0.07268621883590107,0.3333333333333333,2.029769959404601,2.0,4.0,1.9056390622295665,0.375,1.3339350180505416,0.301
receipt_00040,cord,train,23,1,36.57,0.857,20.1,0,261.2,0.1627,-1.0,121.9,False,0.6944,0.0,0.19658119658119658,0.1414674995862358,0.2857142857142857,8.101851851851851,3.0,8.0,2.8811951077606066,0.30434782608695654,1.5,0.3706
receipt_00041,cord,train,16,1,16.33,1.0,18.1,0,1035.3,0.2404,1.0,121.9,False,0.7569,0.0625,0.22857142857142856,0.20007558899039868,0.16666666666666666,6.944444444444445,3.0,8.0,2.9056390622295662,0.375,1.5,0.4308
receipt_00042,cord,train,13,1,75.14,0.214,30.1,0,778.9,0.2236,1.0,121.9,False,0.7448,0.07692307692307693,0.1368421052631579,0.1509127668131634,0.16666666666666666,6.944444444444445,3.0,8.0,2.931208948910323,0.46153846153846156,1.5,0.3878
receipt_00043,cord,train,17,1,31.29,0.971,20.4,0,394.7,0.2273,-1.0,182.9,False,0.7951,0.0,0.17525773195876287,0.3471904668342008,0.3333333333333333,4.62962962962963,3.0,7.0,2.7489400470054295,0.35294117647058826,1.5,0.4035
receipt_00044,cord,train,37,1,24.67,1.0,17.9,0,434.8,0.0946,-1.0,91.4,False,0.8935,0.0,0.22155688622754494,0.2646860458979215,0.6666666666666666,13.88888888888889,3.0,6.0,2.0275568044375443,0.24324324324324326,1.5,0.4029
receipt_00045,cord,train,15,1,29.68,0.927,20.5,0,98.2,0.1296,1.0,578.0,False,0.6345,0.0,0.24193548387096772,0.3410816427283385,0.4,1.220703125,2.0,7.0,2.7068905956085185,0.3333333333333333,1.7777777777777777,0.3496
receipt_00046,cord,train,19,1,52.44,0.56,28.1,0,363.1,0.1571,-1.0,182.9,False,0.6435,0.0,0.20652173913043478,0.06637056199718241,0.3333333333333333,4.62962962962963,3.0,9.0,3.0105709342684834,0.3157894736842105,1.5,0.3703
receipt_00047,cord,train,9,1,58.67,0.5,24.8,0,225.1,0.263,1.0,182.9,False,0.7535,0.1111111111111111,0.2,0.1688311688311688,0.0,3.0864197530864197,2.0,5.0,2.2810361125534238,0.4444444444444444,1.5,0.2642
receipt_00048,cord,train,41,1,64.65,0.346,32.4,0,802.2,0.1003,1.0,196.7,False,0.6076,0.1951219512195122,0.24404761904761904,0.1404840484247625,0.14285714285714285,10.043041606886657,3.0,10.0,3.244644919664652,0.34146341463414637,2.1121212121212123,0.537
receipt_00049,cord,train,14,1,23.31,1.0,22.7,0,335.4,0.1572,1.0,121.9,False,0.7899,0.0,0.2058823529411765,0.09936467656678476,0.5,4.62962962962963,3.0,8.0,2.8962915290459277,0.2857142857142857,1.5,0.3761
receipt_00050,cord,train,17,1,59.07,0.429,33.1,0,285.3,0.0829,1.0,182.9,False,0.662,0.11764705882352941,0.20731707317073172,0.0848782685393836,0.0,5.401234567901234,3.0,7.0,2.7489400470054295,0.4117647058823529,1.5,0.384
receipt_00051,cord,train,23,1,37.61,0.784,28.9,0,511.1,0.1105,-1.0,208.6,False,0.4233,0.0,0.1869918699186992,0.0866153694341958,0.0,6.7658998646820026,3.0,10.0,3.203365087509175,0.43478260869565216,1.3339350180505416,0.3671
receipt_00052,cord,train,17,1,46.49,0.622,30.6,0,810.9,0.1224,-1.0,121.9,False,0.5677,0.0,0.2236842105263158,0.10183042898527056,0.3333333333333333,6.944444444444445,3.0,7.0,2.7489400470054295,0.35294117647058826,1.5,0.3757
receipt_00053,cord,train,30,1,38.5,0.825,25.0,0,351.6,0.0909,1.0,180.6,False,0.5583,0.2,0.25862068965517243,0.07063898207912479,0.1,7.8125,3.0,11.0,3.4225797618424916,0.3333333333333333,1.3333333333333333,0.4948
receipt_00054,cord,train,23,1,53.32,0.488,34.7,0,1323.4,0.1573,1.0,121.9,False,0.6649,0.043478260869565216,0.23958333333333334,0.2131627098642766,0.2222222222222222,10.416666666666666,3.0,9.0,3.099436412484688,0.391304347826087,1.5,0.4658
receipt_00055,cord,train,24,1,27.33,0.929,20.1,0,111.2,0.1198,-1.0,578.0,False,0.6667,0.041666666666666664,0.27272727272727276,0.13028914265015445,1.0,1.46484375,3.0,8.0,2.834962500721156,0.25,1.7777777777777777,0.4881
receipt_00056,cord,train,25,1,30.51,0.872,22.5,0,247.8,0.2945,1.0,460.6,False,0.7462,0.0,0.2192982456140351,0.061089388801031236,0.375,2.450980392156863,3.0,9.0,3.093660689688186,0.32,1.7777777777777777,0.3947
receipt_00057,cord,train,30,1,53.57,0.481,35.3,0,1051.4,0.1344,1.0,121.9,False,0.8142,0.0,0.24590163934426232,0.11835862481296074,0.8571428571428571,8.101851851851851,3.0,8.0,2.6062389286533896,0.23333333333333334,1.5,0.4251
receipt_00058,cord,train,36,1,50.23,0.605,26.2,0,339.8,0.1564,1.0,182.9,False,0.7789,0.0,0.16901408450704225,0.21015164741598408,0.15384615384615385,10.030864197530864,2.0,9.0,2.9830067805200744,0.3611111111111111,1.5,0.2862
receipt_00059,cord,train,21,1,30.07,0.926,17.5,0,219.3,0.1266,-1.0,182.9,False,0.8773,0.0,0.19811320754716982,0.14467099675703854,0.3333333333333333,4.62962962962963,3.0,7.0,2.6887727794065057,0.2857142857142857,1.5,0.3496
receipt_00060,cord,train,29,1,47.75,0.5,32.2,0,333.0,0.2503,-1.0,121.9,False,0.5903,0.0,0.21014492753623187,0.18269703781470564,0.5555555555555556,10.416666666666666,2.0,6.0,2.191601778413509,0.3103448275862069,1.5,0.2774
receipt_00061,cord,train,12,1,62.42,0.421,34.8,0,533.4,0.1011,-1.0,121.9,False,0.9236,0.0,0.13636363636363638,0.15448541887493922,0.0,6.944444444444445,3.0,8.0,2.918295834054489,0.5,1.5,0.3484
receipt_00062,cord,train,18,1,39.19,0.753,29.0,0,467.6,0.0944,-1.0,240.7,False,0.7573,0.05555555555555555,0.17821782178217824,0.13610116175255377,0.75,2.3446658851113718,2.0,8.0,2.6416041678685938,0.2222222222222222,1.7770833333333333,0.301
receipt_00063,cord,train,33,1,74.76,0.217,23.2,0,1807.6,0.2107,-1.0,121.9,False,0.7986,0.0,0.18333333333333335,0.09749099608939804,0.07692307692307693,15.046296296296296,3.0,7.0,2.2865234863071056,0.3939393939393939,1.5,0.331
receipt_00064,cord,train,26,1,70.96,0.348,28.0,0,568.0,0.1765,1.0,180.6,False,0.886,0.0,0.16249999999999998,0.13213776642744032,0.5555555555555556,7.03125,2.0,5.0,1.7192945256669794,0.34615384615384615,1.3763440860215055,0.2014
receipt_00065,cord,train,89,1,41.93,0.762,27.2,0,2535.4,0.2867,-1.0,180.6,False,0.5736,0.0,0.22646310432569972,0.08416176395355518,0.75,18.75,3.0,8.0,2.0963772755362218,0.2696629213483146,1.7777777777777777,0.4172
receipt_00066,cord,train,23,1,29.87,0.92,20.3,0,224.2,0.1235,-1.0,578.0,False,0.5564,0.0,0.2169811320754717,0.04540202854517108,0.42857142857142855,1.708984375,3.0,9.0,3.099436412484688,0.30434782608695654,1.7777777777777777,0.39
receipt_00067,cord,train,11,1,58.6,0.45,34.3,0,384.6,0.2239,1.0,180.6,False,0.4719,0.0,0.20754716981132074,0.2610387745471921,0.2,3.90625,2.0,6.0,2.481714572986073,0.45454545454545453,1.3333333333333333,0.2794
receipt_00068,cord,train,34,1,66.48,0.379,37.3,0,635.2,0.103,-1.0,180.6,False,0.4406,0.029411764705882353,0.18994413407821228,0.12772493477251984,0.2,11.71875,3.0,9.0,2.7680333166033493,0.4411764705882353,1.3333333333333333,0.3968
receipt_00069,cord,train,15,1,45.27,0.625,37.8,0,541.2,0.1906,-1.0,180.6,False,0.6208,0.0,0.21428571428571427,0.2877703695415986,0.4,3.90625,2.0,6.0,2.4662478973127313,0.3333333333333333,1.7777777777777777,0.3073
receipt_00070,cord,train,26,1,47.91,0.682,29.7,0,407.5,0.2954,1.0,578.0,False,0.5525,0.0,0.1897810218978102,0.062016094544981214,0.2222222222222222,2.197265625,3.0,9.0,3.045841640885174,0.34615384615384615,1.7777777777777777,0.3646
receipt_00071,cord,train,19,1,38.25,0.875,26.2,0,370.1,0.1269,10.0,182.9,False,0.8009,0.0,0.22352941176470587,0.09991003905067149,0.16666666666666666,4.62962962962963,3.0,8.0,2.82584593404075,0.3157894736842105,1.5,0.3567
receipt_00072,cord,train,22,1,23.22,0.972,17.1,0,435.7,0.1541,10.0,182.9,False,0.7639,0.0,0.18965517241379312,0.1306355609676305,0.0,6.944444444444445,2.0,8.0,2.867633890971212,0.4090909090909091,1.5,0.2535
receipt_00073,cord,train,15,1,51.88,0.625,26.9,0,655.7,0.2817,1.0,91.4,False,0.6296,0.0,0.16853932584269662,0.1067202699697703,0.0,9.25925925925926,2.0,9.0,3.056564762130954,0.4,1.5,0.2538
receipt_00074,cord,train,11,1,63.93,0.333,34.5,0,224.2,0.1681,-1.0,121.9,False,0.5243,0.0,0.1746031746031746,0.2891904916778463,0.25,4.62962962962963,2.0,6.0,2.481714572986073,0.36363636363636365,1.5,0.2631
receipt_00075,cord,train,65,1,51.68,0.568,32.5,0,427.4,0.118,-1.0,121.9,False,0.7257,0.015384615384615385,0.20249221183800623,0.2314420700888586,0.5625,18.51851851851852,3.0,11.0,2.918383504345012,0.24615384615384617,1.5,0.4665
receipt_00076,cord,train,16,1,70.15,0.333,29.7,0,209.0,0.2386,-1.0,182.9,False,0.6481,0.0625,0.2077922077922078,0.0618778669773628,0.0,6.172839506172839,3.0,9.0,3.125,0.5,1.5,0.4079
receipt_00077,cord,train,41,1,60.96,0.362,24.5,0,437.6,0.2201,-1.0,180.6,False,0.5094,0.04878048780487805,0.23699421965317918,0.0681341075584216,0.45454545454545453,8.59375,3.0,12.0,3.3010054116546526,0.2682926829268293,1.3333333333333333,0.4468
receipt_00078,cord,train,19,1,32.28,0.865,27.3,0,6345.5,0.2129,1.0,182.9,False,0.4711,0.05263157894736842,0.21111111111111114,0.07537127629068971,0.16666666666666666,4.62962962962963,3.0,8.0,2.8913781707689883,0.3157894736842105,1.5,0.3669
receipt_00079,cord,train,20,1,32.56,0.812,28.4,0,794.5,0.2027,-1.0,121.9,False,0.7153,0.0,0.1801801801801802,0.1264036516580101,0.2857142857142857,8.101851851851851,3.0,8.0,2.9037016960573485,0.35,1.5,0.3673
receipt_00080,cord,train,19,1,26.43,0.932,19.9,0,93.6,0.1236,-10.0,578.0,False,0.5903,0.0,0.22891566265060243,0.11006434028062959,0.16666666666666666,1.46484375,3.0,8.0,2.82584593404075,0.3157894736842105,1.7777777777777777,0.3697
receipt_00081,cord,train,10,1,70.5,0.5,26.2,0,779.0,0.2145,-1.0,182.9,False,0.6227,0.0,0.2127659574468085,0.32868088433231285,0.25,3.0864197530864197,2.0,6.0,2.5219280948873624,0.4,1.5,0.3019
receipt_00082,cord,train,13,1,33.71,0.905,18.0,0,214.6,0.1224,10.0,121.9,False,0.8681,0.0,0.16666666666666666,0.07897220086420147,0.2,5.787037037037037,3.0,8.0,2.931208948910323,0.38461538461538464,1.5,0.3418
receipt_00083,cord,train,17,1,58.81,0.481,35.7,0,260.8,0.1315,-1.0,208.6,False,0.5433,0.0,0.2,0.09973838109511406,0.3333333333333333,4.059539918809202,3.0,7.0,2.6986604604011153,0.35294117647058826,1.3339350180505416,0.3439
receipt_00084,cord,train,22,1,50.0,0.559,35.7,0,696.1,0.1213,1.0,121.9,False,0.8854,0.0,0.2588235294117647,0.25579598872006315,0.42857142857142855,8.101851851851851,2.0,10.0,3.243300368538958,0.3181818181818182,1.5,0.3852
receipt_00085,cord,train,16,1,37.27,0.78,30.0,0,284.0,0.1048,1.0,180.6,False,0.7042,0.0,0.2077922077922078,0.08794634993403144,0.4,3.90625,3.0,6.0,2.4056390622295662,0.3125,1.3333333333333333,0.3232
receipt_00086,cord,train,17,1,55.38,0.538,33.7,0,741.9,0.3362,-1.0,180.6,False,0.7986,0.11764705882352941,0.2361111111111111,0.3352273635712494,0.4,3.90625,3.0,8.0,2.8954238702803154,0.29411764705882354,1.7777777777777777,0.5054
receipt_00087,cord,train,8,1,43.67,0.722,26.8,0,320.7,0.25,-1.0,182.9,False,0.5359,0.0,0.17777777777777778,0.044843242560416795,0.0,3.0864197530864197,2.0,5.0,2.25,0.5,1.5,0.1851
receipt_00088,cord,train,23,1,49.85,0.562,31.1,0,1073.3,0.101,1.0,121.9,False,0.4097,0.0,0.16312056737588654,0.12834756956411877,0.0,12.731481481481481,3.0,10.0,3.2733494559629492,0.4782608695652174,1.5,0.3969
receipt_00089,cord,train,16,1,38.71,0.765,29.7,0,1017.4,0.2444,-1.0,182.9,False,0.7847,0.25,0.23529411764705882,0.28806754348584424,0.2,3.8580246913580245,3.0,7.0,2.686278124459133,0.3125,1.5,0.4986
receipt_00090,cord,train,13,1,40.28,0.692,36.5,0,232.7,0.0904,-1.0,182.9,False,0.8113,0.0,0.1326530612244898,0.1484428842866168,0.0,4.62962962962963,3.0,8.0,2.873140679513133,0.46153846153846156,1.5,0.3296
receipt_00091,cord,train,15,1,51.18,0.591,36.7,0,636.6,0.1052,1.0,121.9,False,0.776,0.0,0.1948051948051948,0.3129974092188675,0.75,4.62962962962963,2.0,6.0,2.4662478973127313,0.26666666666666666,1.5,0.3106
receipt_00092,cord,train,9,1,49.19,0.625,32.0,0,372.8,0.148,1.0,182.9,False,0.8762,0.1111111111111111,0.19148936170212766,0.08638440069981998,0.0,3.0864197530864197,2.0,4.0,1.974937501201927,0.4444444444444444,1.5,0.2173
receipt_00093,cord,train,21,1,41.79,0.727,28.5,0,975.4,0.0869,10.0,121.9,False,0.8194,0.0,0.20388349514563106,0.3276101752897799,0.5,6.944444444444445,2.0,6.0,2.2952174219545816,0.2857142857142857,1.5,0.2964
receipt_00094,cord,train,22,1,29.33,0.917,18.7,0,293.3,0.1651,7.0,182.9,False,0.8032,0.0,0.18803418803418803,0.11402559756623719,0.0,6.944444444444445,2.0,8.0,2.867633890971212,0.4090909090909091,1.5,0.2484
receipt_00095,cord,train,18,1,62.93,0.464,36.5,0,822.1,0.1187,-1.0,121.9,False,0.8542,0.05555555555555555,0.21176470588235294,0.06430794630292987,0.0,6.944444444444445,3.0,8.0,2.8491229175080153,0.3333333333333333,1.5,0.3559
receipt_00096,cord,train,14,1,59.55,0.379,29.9,0,679.4,0.3576,-1.0,182.9,False,0.5347,0.0,0.17721518987341772,0.21865034783464823,0.0,4.62962962962963,3.0,8.0,2.8962915290459277,0.42857142857142855,1.5,0.3684
receipt_00097,cord,train,13,1,62.93,0.464,36.5,0,821.8,0.1187,-1.0,121.9,False,0.8542,0.0,0.14444444444444443,0.061205374067775084,0.0,6.944444444444445,3.0,8.0,2.873140679513133,0.46153846153846156,1.5,0.3198
receipt_00098,cord,train,27,1,71.19,0.278,31.4,0,899.0,0.0813,1.0,180.6,False,0.7611,0.0,0.20610687022900762,0.10862934903502265,0.42857142857142855,5.46875,3.0,8.0,2.771595834695517,0.25925925925925924,1.7777777777777777,0.3767
receipt_00099,cord,train,29,1,64.07,0.395,33.0,0,1271.1,0.1185,-1.0,121.9,False,0.7743,0.06896551724137931,0.1883116883116883,0.06600515846494523,0.16666666666666666,13.88888888888889,3.0,11.0,3.2282870320641224,0.41379310344827586,1.5,0.4356
receipt_00100,cord,train,13,1,47.15,0.615,27.7,0,1088.6,0.3367,1.0,578.0,False,0.3924,0.07692307692307693,0.21666666666666667,0.2876174641911472,0.25,0.9765625,2.0,6.0,2.345851989338261,0.3076923076923077,1.7777777777777777,0.3075
receipt_00101,cord,train,17,1,54.71,0.464,34.8,0,676.0,0.2029,1.0,180.6,False,0.5056,0.058823529411764705,0.2,0.09797943055705143,0.16666666666666666,4.6875,3.0,8.0,2.866587105828959,0.35294117647058826,1.7777777777777777,0.3893
receipt_00102,cord,train,14,1,37.29,0.824,21.8,0,207.9,0.2516,-1.0,182.9,False,0.7361,0.0,0.175,0.32160939738397865,0.16666666666666666,4.62962962962963,3.0,8.0,2.950212064914747,0.42857142857142855,1.5,0.4122
receipt_00103,cord,train,76,1,53.14,0.545,30.5,0,642.0,0.0759,1.0,180.6,False,0.4021,0.06578947368421052,0.21111111111111114,0.19270113080830237,0.375,18.75,3.0,9.0,2.4399427935236946,0.3157894736842105,1.3333333333333333,0.4336
receipt_00104,cord,train,28,1,42.84,0.672,29.0,0,277.6,0.1271,-1.0,208.6,False,0.4865,0.03571428571428571,0.2043795620437956,0.08056062303636953,0.36363636363636365,7.442489851150203,3.0,8.0,2.76149018937388,0.39285714285714285,1.3339350180505416,0.3851
receipt_00105,cord,train,14,1,22.79,0.929,17.8,0,181.0,0.0787,-1.0,121.9,False,0.8264,0.0,0.18666666666666668,0.10329102730474457,0.0,6.944444444444445,3.0,8.0,2.8962915290459277,0.42857142857142855,1.5,0.3501
receipt_00106,cord,train,19,1,43.72,0.778,27.7,0,705.6,0.1434,10.0,121.9,False,0.6319,0.0,0.17592592592592593,0.20469183454885004,0.2857142857142857,8.101851851851851,3.0,8.0,2.9000516989995426,0.3684210526315789,1.5,0.3882
receipt_00107,cord,train,20,1,53.0,0.531,29.9,0,849.6,0.0998,-1.0,121.9,False,0.8333,0.0,0.2150537634408602,0.23709604033876977,0.14285714285714285,8.101851851851851,3.0,9.0,3.1219280948873624,0.35,1.5,0.4191
