doc_id,split,f1_small,f1_large,gap,cost_small,cost_large,cached,dataset,tokens,pages,ocr_conf,low_conf_ratio,ocr_std,ocr_stage,blur_score,image_contrast,skew_angle,estimated_dpi,is_grayscale,short_token_ratio,inv_chars_per_word,word_height_cv,crowded_line_frac,line_density,section_count,label_diversity,label_entropy,item_density,aspect_ratio
06042be876f64270a9f330b6,train,0.4167,0.5455,0.1288,0.003569,0.016635,True,docile,110,1,80.42,0.169,26.5,0,2301.6,0.3098,-10.0,178.9,False,0.05454545454545454,0.1724137931034483,0.3326304623220056,0.5357142857142857,22.082018927444796,0.0,0.0,0.0,0.2545454545454545,0.7538644470868014
0a5bc9e6e19a439695506248,train,0.5,0.8,0.3,0.002929,0.016135,True,docile,224,1,85.4,0.109,19.4,0,4234.8,0.1886,1.0,167.9,False,0.04017857142857143,0.1672890216579537,0.15297268028259375,0.6896551724137931,24.369747899159666,0.0,0.0,0.0,0.12946428571428573,0.7074910820451843
0a5b0378892849318097f354,train,0.2353,0.3077,0.0724,0.002747,0.012775,True,docile,131,1,91.24,0.031,9.5,0,1600.6,0.1125,1.0,172.7,False,0.03816793893129771,0.18245125348189417,0.09433576392893292,0.6666666666666666,17.15686274509804,0.0,0.0,0.0,0.16030534351145037,0.7727272727272727
0c4bda913d564a74975fe503,train,0.4545,0.4211,-0.0335,0.003319,0.01424,True,docile,160,1,65.62,0.36,32.0,0,3199.9,0.1621,-1.0,228.0,False,0.08125,0.15311004784688995,0.4755392728261253,0.6896551724137931,17.945544554455445,0.0,0.0,0.0,0.18125,1.3267651888341543
0b255ffdc138461ead16c701,train,0.5,0.6,0.1,0.002927,0.017095,True,docile,178,1,91.48,0.042,13.4,0,2792.0,0.1964,1.0,228.0,False,0.05056179775280899,0.1646623496762257,0.23414937858626592,0.5757575757575758,20.42079207920792,0.0,0.0,0.0,0.1853932584269663,1.3267651888341543
082a15ec7e4a4a0b870bfa67,train,0.5385,0.4615,-0.0769,0.007791,0.04226,True,docile,1363,1,85.87,0.071,14.9,0,6390.8,0.2108,1.0,223.5,False,0.17754952311078503,0.19404897494305237,0.18121153835794132,0.8925619834710744,38.19444444444444,0.0,0.0,0.0,0.08877476155539252,2.588235294117647
08afae4bcf294848a9851b88,train,0.5,0.56,0.06,0.003846,0.01778,True,docile,160,1,85.46,0.118,21.9,0,2677.0,0.1849,1.0,237.6,False,0.0625,0.1884570082449941,0.30684756022178095,0.696969696969697,19.59619952494062,0.0,0.0,0.0,0.20625,1.4115674769488684
0d279060c3834c46a50f97d2,train,0.32,0.4,0.08,0.006432,0.024285,True,docile,562,1,91.11,0.033,12.5,0,4914.0,0.1919,-1.0,223.5,False,0.10676156583629894,0.191286589516678,0.24792209002807508,0.7391304347826086,29.040404040404038,0.0,0.0,0.0,0.16370106761565836,2.588235294117647
0cebf351f63446ecaf1c6c9e,train,0.32,0.2609,-0.0591,0.00404,0.018885,True,docile,271,1,91.54,0.056,13.2,0,2714.2,0.1627,-1.0,225.4,False,0.05904059040590406,0.17338451695457452,0.3739889443328115,0.6415094339622641,16.59361302442079,0.0,0.0,0.0,0.19557195571955718,2.575806451612903
0d50ad272d9140f185baa596,train,0.4828,0.5517,0.069,0.007047,0.039335,True,docile,998,1,86.81,0.079,16.0,0,5710.5,0.2029,1.0,223.5,False,0.08316633266533066,0.15924684857188448,0.13442836680060213,0.7131782945736435,40.71969696969697,0.0,0.0,0.0,0.12925851703406813,2.588235294117647
0edfa8d890cc4662b41bf959,train,0.3529,0.375,0.0221,0.003865,0.019865,True,docile,469,1,88.8,0.06,15.8,0,1164.0,0.0992,1.0,237.6,False,0.14712153518123666,0.18486401261332283,0.22475664017476088,0.7333333333333333,17.81472684085511,0.0,0.0,0.0,0.1279317697228145,2.58678955453149
105ffbc2c4394ac88a680da2,train,0.3158,0.5333,0.2175,0.00358,0.0162,True,docile,312,1,91.77,0.028,9.6,0,3066.2,0.1478,1.0,223.5,False,0.07692307692307693,0.20051413881748073,0.1317110765130661,0.58,15.782828282828282,0.0,0.0,0.0,0.16025641025641027,2.588235294117647
106395774ca44a12ae0bb2a6,train,0.381,0.4545,0.0736,0.00256,0.01385,True,docile,83,1,94.16,0.012,8.0,0,1488.7,0.0976,1.0,223.5,False,0.060240963855421686,0.1294851794071763,0.1511993638777989,0.5,15.15151515151515,0.0,0.0,0.0,0.2891566265060241,1.2941176470588236
11bf4ef3b2c943bc8afde356,train,0.3478,0.4706,0.1228,0.003571,0.01745,True,docile,396,1,82.32,0.14,21.4,0,6209.5,0.2695,-1.0,172.7,False,0.03535353535353535,0.20266120777891505,0.2022320291887662,0.926829268292683,33.49673202614379,0.0,0.0,0.0,0.10353535353535354,0.7727272727272727
11dcbef1d2aa460e8f42572c,train,0.4,0.5556,0.1556,0.003138,0.013525,True,docile,82,1,77.08,0.232,26.7,0,804.5,0.1477,-1.0,183.9,False,0.10975609756097561,0.1646586345381526,0.19890530936765322,0.6923076923076923,9.976976208749042,0.0,0.0,0.0,0.15853658536585366,0.7737529691211401
12cebd3792ba4e2fa5796c67,train,0.5333,0.5714,0.0381,0.003763,0.01846,True,docile,368,1,87.46,0.09,17.4,0,2297.7,0.1492,-3.0,172.7,False,0.10054347826086957,0.1852038248616004,0.13591623818314127,0.4605263157894737,31.045751633986928,0.0,0.0,0.0,0.20652173913043478,1.5454545454545454
11075eec08344e488cc219a8,train,0.6667,0.8,0.1333,0.002224,0.01146,True,docile,83,1,72.19,0.262,32.8,0,1430.6,0.1233,1.0,237.6,False,0.03614457831325301,0.18609865470852016,0.15816276861141332,0.6470588235294118,10.09501187648456,0.0,0.0,0.0,0.20481927710843373,1.2474074074074073
1273d104a1144b5f84558e53,train,0.5455,0.6,0.0545,0.003565,0.01937,True,docile,244,1,68.15,0.328,32.5,0,3601.2,0.2047,-1.0,228.0,False,0.04918032786885246,0.18236173393124064,0.18416462193223115,0.8787878787878788,20.42079207920792,0.0,0.0,0.0,0.13524590163934427,1.3267651888341543
139f55b44205464b9291dcb7,train,0.4,0.5,0.1,0.003122,0.01682,True,docile,113,1,89.8,0.049,14.1,0,2177.5,0.1852,-1.0,228.0,False,0.07964601769911504,0.19415807560137457,0.16269495412256288,0.625,14.85148514851485,0.0,0.0,0.0,0.21238938053097345,1.3267651888341543
13dfaaff994c412bbdf3ff86,train,0.5455,0.4762,-0.0693,0.003533,0.017765,True,docile,191,1,79.06,0.178,27.8,0,3324.2,0.199,1.0,214.5,False,0.10471204188481675,0.18615984405458091,0.2483650086543883,0.6666666666666666,25.657894736842106,0.0,0.0,0.0,0.20418848167539266,1.2479474548440066
140a8762ced74c6e8cb0963a,train,0.5455,0.5161,-0.0293,0.003749,0.017585,True,docile,118,1,75.53,0.227,29.8,0,1674.7,0.1393,1.0,225.8,False,0.059322033898305086,0.17638266068759342,0.4020490500454567,0.32432432432432434,23.125,0.0,0.0,0.0,0.3135593220338983,1.285140562248996
15ce44dd43af4f2fbe8aa920,train,0.4348,0.5455,0.1107,0.003285,0.019375,True,docile,250,1,76.04,0.238,26.9,0,4075.1,0.1954,-1.0,214.5,False,0.064,0.17568517217146873,0.6317357394904306,0.6888888888888889,29.605263157894736,0.0,0.0,0.0,0.18,1.2479474548440066
154bb542d8f6442d823d2606,train,0.2222,0.1429,-0.0794,0.004166,0.020225,True,docile,403,1,65.17,0.374,31.2,0,4118.6,0.2482,1.0,228.0,False,0.052109181141439205,0.17178175618073316,0.3884090224256309,0.8125,29.7029702970297,0.0,0.0,0.0,0.11910669975186104,1.3267651888341543
16172b78e2df4f3c87761e57,train,0.2353,0.3077,0.0724,0.003342,0.01411,True,docile,176,1,92.3,0.032,10.6,0,2537.2,0.1597,1.0,172.7,False,0.056818181818181816,0.19193020719738277,0.11972751816619362,0.8181818181818182,17.973856209150327,0.0,0.0,0.0,0.125,0.7727272727272727
16867670ce79496db2130fbc,train,0.5,0.381,-0.119,0.003212,0.01605,True,docile,154,1,93.21,0.007,5.9,0,2113.0,0.15,2.0,223.5,False,0.13636363636363635,0.1966794380587484,0.09797900621526083,0.6774193548387096,19.57070707070707,0.0,0.0,0.0,0.2012987012987013,1.2941176470588236
16215531eb5f4e139553bed4,train,0.5625,0.5714,0.0089,0.003895,0.016395,True,docile,133,1,77.48,0.236,27.7,0,2285.8,0.1874,1.0,228.0,False,0.09022556390977443,0.20879120879120877,0.15131308008668962,0.72,15.47029702970297,0.0,0.0,0.0,0.18796992481203006,1.3267651888341543
171430bada024d70b5751503,train,0.5,0.5,0.0,0.002866,0.01382,True,docile,93,1,65.69,0.364,34.8,0,2469.8,0.1573,2.0,228.0,False,0.12903225806451613,0.20261437908496732,0.8384872005293879,0.3225806451612903,19.183168316831683,0.0,0.0,0.0,0.3333333333333333,1.3267651888341543
17148656caa141c6ac5193a3,train,0.4,0.5,0.1,0.00347,0.016895,True,docile,119,1,56.89,0.5,33.4,0,2257.1,0.1957,-1.0,238.5,False,0.058823529411764705,0.16736990154711673,0.42641348365058906,0.4166666666666667,21.301775147928996,0.0,0.0,0.0,0.3025210084033613,1.4106844741235391
172da3b8e4c94728a8fa54c7,train,0.5161,0.56,0.0439,0.004596,0.01955,True,docile,301,1,84.07,0.086,19.3,0,3353.3,0.1614,1.0,223.5,False,0.07973421926910298,0.18883312421580928,0.13580007553846013,0.7560975609756098,25.883838383838384,0.0,0.0,0.0,0.1362126245847176,1.2941176470588236
17c6f424c6094998b1431cac,train,0.25,0.2857,0.0357,0.003561,0.016995,True,docile,507,1,92.91,0.014,8.0,0,3680.0,0.1651,-1.0,223.5,False,0.15976331360946747,0.1913929784824462,0.1521343624503032,0.8108108108108109,23.358585858585858,0.0,0.0,0.0,0.07297830374753451,1.2941176470588236
17cc8a9bd2224dd28fa45fe5,train,0.7,0.6316,-0.0684,0.003053,0.01493,True,docile,89,1,88.27,0.077,19.5,0,1724.1,0.137,-1.0,228.0,False,0.0449438202247191,0.16920152091254753,0.1878839870059422,0.375,14.85148514851485,0.0,0.0,0.0,0.2696629213483146,1.3267651888341543
18d26284f822493c95e2c9b0,train,0.3333,0.381,0.0476,0.003334,0.01372,True,docile,135,1,93.96,0.008,5.3,0,1397.6,0.0937,-1.0,223.5,False,0.14074074074074075,0.1844262295081967,0.1297756766645481,0.8,15.782828282828282,0.0,0.0,0.0,0.18518518518518517,1.2941176470588236
1a0df8d1376a4ee7a3725ca3,train,0.4706,0.6667,0.1961,0.002838,0.013075,True,docile,100,1,86.31,0.117,22.3,0,1241.7,0.1014,1.0,223.7,False,0.11,0.18148820326678766,0.13662284895491666,0.4230769230769231,16.40378548895899,0.0,0.0,0.0,0.26,1.2938775510204081
18bf0aea40a44e8db0b8f798,train,0.2222,0.2667,0.0444,0.002816,0.01491,True,docile,150,1,80.57,0.146,21.9,0,1039.8,0.0964,-1.0,237.6,False,0.09333333333333334,0.1893939393939394,0.155302200520745,0.4375,28.503562945368174,0.0,0.0,0.0,0.32,1.2943889315910837
1aa354bec19e4accbab4595f,train,0.32,0.4167,0.0967,0.00357,0.016835,True,docile,212,1,74.0,0.217,27.0,0,2686.4,0.146,1.0,223.5,False,0.09905660377358491,0.165625,0.4788043846788845,0.9166666666666666,15.15151515151515,0.0,0.0,0.0,0.11320754716981132,1.2941176470588236
1ac86642a2bc49de95f07f7f,train,0.4167,0.4348,0.0181,0.002945,0.014335,True,docile,81,1,87.78,0.072,20.4,0,1265.9,0.1258,1.0,228.0,False,0.06172839506172839,0.18793503480278423,0.12935411618126258,0.47619047619047616,12.995049504950494,0.0,0.0,0.0,0.25925925925925924,1.3267651888341543
1a839f850a73420c9b7357a5,train,0.7,0.7778,0.0778,0.002892,0.015845,True,docile,142,1,85.49,0.112,21.9,0,1382.2,0.1116,1.0,237.6,False,0.1056338028169014,0.16765053128689492,0.13939678772262634,0.6,17.81472684085511,0.0,0.0,0.0,0.2112676056338028,1.325984251968504
1aedc1b09e49424b80f1a605,train,0.4286,0.5185,0.0899,0.003289,0.02092,True,docile,212,1,71.99,0.31,30.2,0,3376.2,0.2033,-1.0,228.0,False,0.09905660377358491,0.18181818181818182,0.1484450583226813,0.7419354838709677,19.183168316831683,0.0,0.0,0.0,0.14622641509433962,1.3267651888341543
1b0eb979fdca41c8a8983936,train,0.1739,0.3158,0.1419,0.004222,0.01847,True,docile,431,1,85.1,0.102,21.2,0,4445.7,0.2037,-1.0,223.5,False,0.10672853828306264,0.18474067723960566,0.21888499829834995,0.717391304347826,29.040404040404038,0.0,0.0,0.0,0.10672853828306264,1.2941176470588236
1b3005cd7f644cb3ac9e9a84,train,0.5,0.5882,0.0882,0.003491,0.015355,True,docile,150,1,68.2,0.346,33.5,0,1130.8,0.1015,1.0,237.6,False,0.16666666666666666,0.18915510718789405,0.5657326870123273,0.5769230769230769,15.439429928741093,0.0,0.0,0.0,0.17333333333333334,1.293394777265745
1baac90ba89b4085b0f1b346,train,0.5833,0.5833,0.0,0.003473,0.01806,True,docile,235,1,89.99,0.067,17.2,0,2452.4,0.1706,1.0,227.8,False,0.02127659574468085,0.1646811492641906,0.15648226707342974,0.5853658536585366,12.701363073110285,0.0,0.0,0.0,0.17446808510638298,2.5578446909667196
1bacabdd65964cb184ba1aad,train,0.6667,0.4615,-0.2051,0.003383,0.017565,True,docile,334,1,78.81,0.154,25.1,0,3340.3,0.1962,1.0,223.7,False,0.11377245508982035,0.17765957446808509,0.3203391007064844,0.6307692307692307,20.50473186119874,0.0,0.0,0.0,0.19461077844311378,2.5877551020408163
1bc485a53df34c4e950797bf,train,0.2857,0.4348,0.1491,0.004097,0.02379,True,docile,688,1,89.43,0.05,13.6,0,4025.5,0.1998,-1.0,172.7,False,0.07122093023255814,0.17148554336989033,0.1869497667993747,0.6349206349206349,25.735294117647058,0.0,0.0,0.0,0.09156976744186046,1.5454545454545454
1cba5b2df5064a1382669cb2,train,0.4,0.5143,0.1143,0.003855,0.022435,True,docile,331,1,90.19,0.038,16.7,0,2763.6,0.1497,1.0,223.0,False,0.06646525679758308,0.17384453781512604,0.1690832420449903,0.5409836065573771,12.869198312236286,0.0,0.0,0.0,0.18429003021148035,3.872549019607843
1c69c5c7764344368d9f4420,train,0.5,0.4,-0.1,0.003782,0.017255,True,docile,154,1,84.62,0.134,23.2,0,2272.0,0.1712,1.0,237.6,False,0.07792207792207792,0.18509615384615385,0.3302762885116055,0.6176470588235294,20.19002375296912,0.0,0.0,0.0,0.22077922077922077,1.325984251968504
1d5cfcea5a354652ae7fe1d5,train,0.4,0.6316,0.2316,0.002936,0.013855,True,docile,97,1,85.22,0.112,26.0,0,764.3,0.0582,-10.0,237.6,False,0.030927835051546393,0.16524701873935266,0.10898802169163212,0.5714285714285714,12.470308788598576,0.0,0.0,0.0,0.21649484536082475,1.293394777265745
1d62a50fb88e444db27d0e5d,train,0.4348,0.4545,0.0198,0.00362,0.017765,True,docile,236,1,81.69,0.161,24.4,0,3471.5,0.1767,-1.0,223.5,False,0.059322033898305086,0.18280402788536018,0.4638715190272024,0.6857142857142857,22.095959595959595,0.0,0.0,0.0,0.1483050847457627,1.2941176470588236
1ed3782036ad4094894488a0,train,0.5714,0.5714,0.0,0.002851,0.015085,True,docile,133,1,85.05,0.124,18.9,0,2944.9,0.2056,-1.0,227.2,False,0.03007518796992481,0.18679775280898875,0.15020561235656557,0.5357142857142857,17.391304347826086,0.0,0.0,0.0,0.21052631578947367,1.2798092209856915
1f25ce6778ae493183b6ed98,train,0.5455,0.5714,0.026,0.003152,0.014825,True,docile,190,1,80.68,0.186,29.7,0,1680.1,0.0794,-9.0,223.5,False,0.05789473684210526,0.22093023255813954,0.12981246985855857,0.88,15.782828282828282,0.0,0.0,0.0,0.13157894736842105,1.2941176470588236
1faf9465b1c14620bafb01d9,train,0.3,0.5,0.2,0.003583,0.01602,True,docile,227,1,87.98,0.077,19.1,0,3372.4,0.1942,1.0,223.7,False,0.07048458149779736,0.1883817427385892,0.15741976972561741,0.7222222222222222,22.71293375394322,0.0,0.0,0.0,0.15859030837004406,1.2949346405228759
1f0dfa5f6d7c43af98a8a273,train,0.1905,0.3333,0.1429,0.004414,0.0211,True,docile,461,1,87.21,0.07,18.1,0,2094.0,0.1394,1.0,237.6,False,0.06073752711496746,0.19592010199745008,0.13424880549085746,0.796875,19.002375296912113,0.0,0.0,0.0,0.13882863340563992,2.6047950502706883
2144ce5477e74e889c85f90b,train,0.3478,0.4348,0.087,0.006104,0.033695,True,docile,1151,1,85.19,0.099,19.2,0,5275.6,0.2343,-1.0,223.7,False,0.1841876629018245,0.22353855117498542,0.14186750154774183,0.7575757575757576,31.230283911671926,0.0,0.0,0.0,0.08601216333622937,2.5898692810457518
219f33c3d57b4db99a67b9dc,train,0.56,0.6957,0.1357,0.003806,0.01706,True,docile,178,1,82.05,0.131,25.1,0,3586.6,0.1994,-1.0,214.5,False,0.12359550561797752,0.20067643742953775,0.6993266102536174,0.7241379310344828,19.07894736842105,0.0,0.0,0.0,0.16292134831460675,1.2479474548440066
23936457f40345438d08ef4a,train,0.5455,0.5556,0.0101,0.002755,0.012625,True,docile,71,1,84.43,0.147,22.6,0,1318.9,0.1595,-1.0,228.0,False,0.04225352112676056,0.17661691542288557,0.5014155667661506,0.45,12.376237623762375,0.0,0.0,0.0,0.28169014084507044,1.3267651888341543
2367706baa8d4851a3d50474,train,0.25,0.2105,-0.0395,0.002892,0.016555,True,docile,246,1,87.78,0.075,15.0,0,4522.4,0.1945,2.0,167.9,False,0.044715447154471545,0.17047817047817046,0.14674680011249777,0.625,16.80672268907563,0.0,0.0,0.0,0.16260162601626016,1.4149821640903686
22e058ef132b40ba9b045c29,train,0.4545,0.6,0.1455,0.003556,0.01714,True,docile,234,1,71.64,0.282,29.4,0,3793.2,0.2179,-1.0,223.9,False,0.0811965811965812,0.18153607447633824,0.2083236724334034,0.8484848484848485,20.793950850661627,0.0,0.0,0.0,0.14102564102564102,1.2923452768729642
25397e64df364920af45f86f,train,0.4138,0.5385,0.1247,0.005406,0.027225,True,docile,668,1,81.68,0.114,21.4,0,5656.6,0.196,1.0,223.5,False,0.07934131736526946,0.18891402714932126,0.1263601704792557,0.7380952380952381,26.515151515151516,0.0,0.0,0.0,0.12574850299401197,2.588235294117647
2464efe117b1499cb7a1cd35,train,0.2857,0.4444,0.1587,0.003117,0.01293,True,docile,120,1,94.3,0.008,4.7,0,1964.9,0.1615,-1.0,223.5,False,0.075,0.17191977077363899,0.19052324134415535,0.6875,10.1010101010101,0.0,0.0,0.0,0.13333333333333333,1.2941176470588236
23d8e318c5ba45889bb9a071,train,0.4167,0.5,0.0833,0.003802,0.01665,True,docile,139,1,86.48,0.105,20.3,0,2694.7,0.1748,1.0,228.0,False,0.07913669064748201,0.1968838526912181,0.577526686460868,0.5862068965517241,17.945544554455445,0.0,0.0,0.0,0.20863309352517986,1.3267651888341543
241675322dc74d61ba0496fe,train,0.4348,0.4,-0.0348,0.004611,0.023325,True,docile,453,1,90.75,0.04,14.1,0,1318.3,0.0881,-10.0,237.6,False,0.20750551876379691,0.1764705882352941,0.41932751555377373,0.7735849056603774,31.47268408551069,0.0,0.0,0.0,0.11699779249448124,1.293394777265745
254b7845992547228487acc5,train,0.4,0.381,-0.019,0.00295,0.01565,True,docile,106,1,93.43,0.01,7.9,0,702.2,0.0911,1.0,237.6,False,0.11320754716981132,0.1930783242258652,0.10238251947232518,0.6956521739130435,13.657957244655583,0.0,0.0,0.0,0.2169811320754717,1.3013910355486862
25879661d38a4e4da7c9fb55,train,0.381,0.4444,0.0635,0.003347,0.015185,True,docile,186,1,86.43,0.102,24.1,0,1018.9,0.0698,-10.0,237.6,False,0.1774193548387097,0.1987179487179487,0.12183378712371172,0.7096774193548387,18.40855106888361,0.0,0.0,0.0,0.16666666666666666,1.293394777265745
25deee8ad3654b63a95ad02a,train,0.381,0.4,0.019,0.003286,0.016325,True,docile,198,1,87.06,0.078,19.9,0,2454.2,0.1352,1.0,223.5,False,0.10606060606060606,0.18857142857142858,0.11156461285405699,0.59375,20.2020202020202,0.0,0.0,0.0,0.16161616161616163,1.2941176470588236
2670ec74110447c59d466f5b,train,0.2353,0.4286,0.1933,0.004187,0.021675,True,docile,439,1,84.4,0.101,24.4,0,3122.2,0.144,1.0,172.7,False,0.0774487471526196,0.17365506329113925,0.1418021676707528,0.7450980392156863,20.833333333333332,0.0,0.0,0.0,0.11617312072892938,1.5454545454545454
27389e330aff4656a126367d,train,0.2222,0.2667,0.0444,0.003239,0.01373,True,docile,207,1,82.59,0.149,18.2,0,2160.5,0.1535,-1.0,223.5,False,0.10628019323671498,0.2331081081081081,0.35709676509167865,0.6774193548387096,19.57070707070707,0.0,0.0,0.0,0.1497584541062802,1.2941176470588236
26bfa87a63304db3a0764639,train,0.6957,0.7273,0.0316,0.003581,0.017815,True,docile,193,1,86.5,0.054,15.1,0,1207.4,0.1082,-1.0,237.6,False,0.03626943005181347,0.16538131962296487,0.7134736717441708,0.5853658536585366,12.173396674584323,0.0,0.0,0.0,0.21243523316062177,2.651968503937008
27664c2983e64d6586f6e6bb,train,0.375,0.3636,-0.0114,0.003404,0.01387,True,docile,208,1,69.97,0.302,29.5,0,3265.0,0.2113,1.0,237.8,False,0.11057692307692307,0.19475655430711608,0.4144538985854993,0.6756756756756757,21.958456973293767,0.0,0.0,0.0,0.1778846153846154,1.4147774979009236
278bca746c4045e58eb4985f,train,0.3478,0.3,-0.0478,0.004182,0.0189,True,docile,320,1,79.69,0.155,28.4,0,3369.6,0.1608,1.0,223.5,False,0.040625,0.1883460859329017,0.22410996277614825,0.5625,30.3030303030303,0.0,0.0,0.0,0.15,1.2941176470588236
27d3e2d8ddc7415f8e88df60,train,0.6364,0.6087,-0.0277,0.003516,0.02026,True,docile,272,1,75.07,0.222,29.3,0,3512.9,0.1966,-1.0,214.5,False,0.09558823529411764,0.18169672678690715,0.6144871991818969,0.5652173913043478,30.263157894736842,0.0,0.0,0.0,0.16911764705882354,1.2479474548440066
2932c8cabde64637a94bfa42,train,0.3333,0.3636,0.0303,0.002182,0.009475,True,docile,21,1,80.88,0.167,22.4,0,560.8,0.0793,-1.0,228.0,False,0.0,0.17796610169491528,0.12582603154715746,0.25,4.9504950495049505,0.0,0.0,0.0,0.38095238095238093,1.3267651888341543
29d6981e6c144bd68a2c2e23,train,0.4348,0.5714,0.1366,0.003971,0.01978,True,docile,273,1,82.47,0.145,21.4,0,3931.7,0.1657,-1.0,172.7,False,0.047619047619047616,0.15337078651685393,0.168934575572044,0.92,20.42483660130719,0.0,0.0,0.0,0.09157509157509157,0.7727272727272727
294d78b9fdc44ff993bde143,train,0.4,0.48,0.08,0.005579,0.029955,True,docile,999,1,84.98,0.121,21.2,0,6213.1,0.241,1.0,223.7,False,0.12912912912912913,0.20387755102040817,0.23524662870286397,0.7788461538461539,32.80757097791798,0.0,0.0,0.0,0.1041041041041041,2.5898692810457518
2a1aae770ca4481390097b7c,train,0.6316,0.6667,0.0351,0.003151,0.01441,True,docile,61,1,77.37,0.158,28.7,0,990.2,0.1208,1.0,237.6,False,0.04918032786885246,0.16531165311653115,0.7101002183632946,0.29411764705882354,10.09501187648456,0.0,0.0,0.0,0.2786885245901639,1.2474074074074073
2a2943be0f204baeb7dcaa32,train,0.5556,0.5882,0.0327,0.003479,0.016925,True,docile,302,1,91.39,0.058,10.9,0,3127.5,0.1518,-5.0,223.5,False,0.08278145695364239,0.18051404662283324,0.18156017237506009,0.8275862068965517,18.308080808080806,0.0,0.0,0.0,0.09602649006622517,1.2941176470588236
2acd7b873a0c4ef1aec45eb6,train,0.5806,0.5517,-0.0289,0.00659,0.03523,True,docile,1243,1,82.39,0.099,21.0,0,6110.9,0.2043,-1.0,223.5,False,0.10297666934835076,0.20400459543738717,0.2067201098956599,0.8108108108108109,35.03787878787879,0.0,0.0,0.0,0.08930008045052293,2.588235294117647
2aeea3060ec34935b5a2a6e9,train,0.4,0.4706,0.0706,0.002814,0.01635,True,docile,145,1,76.59,0.225,28.1,0,1264.5,0.1021,-2.0,228.0,False,0.06206896551724138,0.18637532133676094,0.3686428965524395,0.5862068965517241,8.972772277227723,0.0,0.0,0.0,0.2,2.6535303776683086
